민원 내용	담당부서
"누구를 위한 어떤 취지로 만든 공연장인지 납득할수가 없습니다. 주말 저녁이면 심한소음으로 가족의 휴식및 학생공부에도 막대한 지장을 초래합니다.주말이면 소음으로 노이로제에 걸릴 지경인데 구청민원실에 전화를하면 주말에는 아예 연결도 않되고 경찰서에 전화했더니 주말에도 당직이 있으니 전화는 받아야 된다던데...
일부학생들의 자기들만을 위한 공연으로 주민들을 생활소음에 시달리게 한다는건 아니라고 봅니다.
주말에 단속을 철저히 하던지 아님 폐쇄를 하던지 강력히 요구합니다.
주민의 소리에 귀기울려 주세요."	기획감사실
"주말만 되면 부산대역에서 문화행사를 진행하는데 옆에 살고 있는 주민들은 소음으로 고통을 받고 있으며
이부분에 대해 어떤 생각도 없이 행사허가를 해 주는 구청행정에 짜증납니다.
행사시 스피커를 아파트 방향으로 돌려놓고 노래등을 진행하면 노래의 즐거움보다는 고통이며 주말이 오는 자체가 두려워 집니다.
구청에서 주민의 주거환경을 우선 지켜주시고 문화행사를 갖도록 요구하며 이에 대한 구체적인 대안을 제시하고 행사를 진행해 주시고 또한 허가사항도 제대로 지켜지는지 수시 확인하시기 바랍니다.
만약 대안이 미약하거나 계속적으로 소음발생시키면 문화행사를 물리적으로 중지시킬 것이며 이에대한 책임은 전적으로 구청허가부서에 있다는 것을 명확히 밝히는 바 입니다

p.s: 첨부파일은 집에서 녹음한 것으로 확인하시기 바라며 참고로 녹음과 직접듣는 소리의 크기는 차이가 있음을 알려드립니다.(볼륨을 높여서 들어보시기 바랍니다.)

※ 첨부파일 :
VOICE110924_004.MP3
VOICE110924_003.MP3"	안전도시국 건축과
"부산대학교 전철역 3,4번출구 아래 하천 공연장 쓰레기소음 때문에 잠도 못자고 괴롭습니다.
이곳을 폐쇄해주기 바랍니다.

주변에는 아파트가 밀집해있는 주거지역인데 어떻게 해서 이곳에 야외공연장을 허가해주었는지
이해할 수 없습니다.

어떤날에는 밤 12시까지 시끄럽게 북,장구와 꽹가리치며 고성방가를 해서 112지령실에 여러차례
신고도 했습니다.(그날은 또 오토바이 폭주족까지 가세해서 정말 악몽이었습니다.)

지난 여름에도 이곳에서 벌어지는 소음에 창문을 열어놓을 수 조차없고, 정말 괴롭습니다.

부산시민으로 내가 낸 세금이 이런 쓰레기 공연장을 만들고 쓰레기소음때문에 고통을 겪어야
한다는게 정말 어처구니 없습니다.

담당부서에서 내용을 검토하시고 주거지역에서 벌어지는 쓰레기 공연 소음으로 부터 주민들이
고통받지 않토록 해 주시기 바라며, 답변 바랍니다.

※ 첨부파일 :
불편신고위치.jpg"	안전도시국 교통행정과
"부산외대가 들어옴으로 인해서 도로공사를 한다는 플랜카드를 보고,
대각주차에 대한 단속을 한다는 플랜카드를 보고...
드디어 그 넓은 도로가 대각주차로 인해 정리가 되는구나 싶었습니다...

그런데 단속은 커녕 무수히 많은 차들이 대각으로 주차를 해서
차 한대가 지나갈 공간밖에 없고 엉뚱한 곳에서
견인을 해가는 건 어떻게 받아드려야할까요?

한 건물의 주차장이 있고 세대수가 많아서 그 주차장 앞에 가로로
주차를 하고 한대가 나가면 바꿔주차하는 방식으로 몇년을 해왔습니다...
그리고 주황색 점선 안으로 주차를 해서 차량이 지나가기에
불편함도 없는 곳을 견인해 가는 이유는 뭘까요?

대각으로 주차한 차들이 고급차라서 문제가 될 것 같으니까
만만한 소형차를,경고도 안 되어있고 몇년동안 문제가 없었던 곳의 차량을
견인해가는 겁니까?

그 사거리를 보자면 밤엔 항상 술취한 사람들과 대각주차된 차량때문에
조심스럽게 운전하는데 그런 차들이 우선순위가 되야하는게 아닌가요??

그리고 구민의 세금을 받아서 플랜카드를 올렸으면 그에 맞게
실행을 하시던가요...

그 동안 전혀 문제가 없었던 곳의 견인과 분명 경고의 플랜카드를 올려놓은
그 길의 차량 중 어느것이 우선인지 답변 부탁할게요..."	주민생활지원국 환경위생과
"1. 첨부그림을 참조 바랍니다.

2. 현재상황 : 부산대앞 도로는 구서동에서 온천장방향으로 일반통해 도로 이용중
건의하고자 하는 도로는 일반통행 도로 뒷 블럭(금정산 방향)에 위치한 소방도로로
양방향 통행 중임.

3. 문제점 : 문제되는 도로는 불법주차 및 도로폭의 협소로 양방향 통행이 어려우며,
도보자의 통행이 매우 불편한 실정

4. 건의사항 : 본 도로를 법에 위촉되지 않는다면, 온천장에서 구서동 방향으로 일반통행 변경 건의

※ 첨부파일 :
내용.png"	안전도시국 건축과
2011년 하반기 금정구 광견병 접종 일정과 장소가 어떻게 되나요?	주민생활지원국 공원녹지과
"귀하께서 우리구 금강로 279번지 안길주변 공사와 관련하여 새올전자 민원창구 민원상담 홈페이지에 제기하신 민원내용에 대하여 다음과 같이 회신합니다.

1. 장전동 금강로 279번지 안길에 접한 건축공사로 인한 보행불편 및 소음·먼지등의 사항에 대하여 건축관계자(시공자,감리자)에게 민원사항을 통보하여
2. 공사로 인한 불편사항이 최소화 될 수 있도록 시공 및 현장관리를 철저히 할 것을 행정지도 하겠읍니다. 끝"	안전도시국 건축과
"금정구청 > 열린금정> 주민참여> 자유게시판 에는
2011. 9/21일자
제목 : 읍면 정부식품 판매소 개소
의 글이 1개 올랐습니다.

그것은 2011. 8/31일~ 9/21일자로 부산시청>부산시에 바란다
제목 : 동읍면 정부식품 판매소 개소 여부 질의
관련이 됩니다.

금정구청 총무과장님은
금정구 산하의 동주민자치센터에서 정부식품 판매소의 개소 가능 여부를
부산시장실에 회신하여 주셔야 합니다. 이때에는 폐기식품 예방대책인 제1차, 제3차 식품판매조직망을 조직하여 함께 제출해야 합니다.

정부식품을 들여 놓고 보존기간 안에 팔리지를 않으면 폐기 처리하여
동 정부식품판매소는 적자 운영이 되기 때문입니다.

동 정부식품 판매소의 개소일은 2011. 10월 1일부터입니다.

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------


참고

- 제안서 내용 일부 (36쪽 ~ 37쪽)
- 정부제안 추진 내용 나, 4


^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
제안서 36쪽 ~ 37쪽의 내용 : 식품 판매소
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

동사무소에서 동 식품판매소를 설치
===========================

( 제안서 제 4장 -- 1. 한국전통식품의 발전방향 -- 나. 식품의 인계와 유통장소의 지정, 단속 및 식품의 분이 취급 36쪽 ~ 37쪽)


(36쪽 ~ 37쪽의 내용) : 식품을 인계받아 판매하는 유통장소는
시민의 편의를 위한 동사무소와 관할 지방자치단체에서 지정한 곳에서만 취급하도록 하며
식품유통장소는 한국전통식품 (부산광역시가 생산 보증하는 안전식품 포함)을 취급하는 곳임을 표시하는 태극무늬의 돌출간판을 걸어야 한다.

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------


^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
정부제안 추진 내용 나, 4 : 지방교부세
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

동읍면 정부식품 판매소 시설 개선비는
==============================
2000년 1월 1일부터 인상된 지방교부세 인상분에서 지출한다.
==============================================

( * 정부 제안서 제출 : 1999년 10/20 )

--관련 대호 : 정부제안 추진 내용 나 4 (1999년 12월 7일, 1999년 12월 17일, 새해 달라지는 업무보도자료- 행정자치부)

--제 목 : 정부, 지방교부세 법정교부율을 13.27 % → 15 % 로 상향 조정

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------


----------- 2011. 9/21(수) , 제안자, 안정은 ---------------



."	안전도시국 건축과
"먼저~~우리 온천장역사주변 도로정리및 확장공사를 시작해 주셔서 진심으로 감사 드립니다.
지난 5월에 착공을 할때~~
주변에서 장사를 하는 사람으로 앞으로 많은 도움이 될것이란 생각에 고마운 마음이 앞섰습니다.

그런데,,,,
지난 4개월동안 공사를 하기는 하는데,,,,!
거의 쉬는 날이 많고 일하는 날도 두세너명이 나와서 공사를 하는둥 마는둥~
4개우러여 동안 해 논것이 제가 보기에는 넉넉잡고 한달이면 할수 있는 정도의
공기만 보이고 있는 실정입니다.
본래 공사개요판에 보시면 9월28일이 준공일이라고 되어 있는데,
아직까지 기본적인 콘크리트작업도 반만 해 놓은 정도니,,,
이 상태로 진행을 한다면 아마~
내년이나 후내년이 되어야 완공이 될거 같네요~~!

거기다가~도로 한쪽을 막아 일방통행으로 해 놓고~
공사펜스를 만들어 놓아 주민들의 불편은 이루 말할수 없슴에도
공사를 지지부진하게 진행을 하지 않는 이유가 무엇인지 물어보고 싶네요~!

오늘도 보니 아무도 안보이고 공사를 하지 않고 있더군요~
날씨도 선선하고 일하기에 참 좋은 날인데도 불구하고,,,,,

주민들에게 도움이 되는 공사니 어떤 어려움도 감내 하라는 것인지~?
관급 공사가 아니고 일반 공사라면 이렇게 할수 있을까요~??
정말 해도 해도 너무 하는군요~~!
참다가 참다가~~도저히 눈뜨고 볼수 없어 이렇게 하소연 합니다.


안그래도 지금 경기가 안좋아서 상인들이 울쌍인데,,,
공사판까지 너저분하게 벌려 놓은지가 벌써 4개월~~
공기의 기초단계에 머물러 있으니~
도대체 이유가 무엇인지 알아야 겠습니다.

이 글은 우리 온천장 역사 앞의 주민들 모두의 여망이라고~
알아 주시고 좀더 빠른 시일내에 준공을 하여 깨끗하고 말끔한,
도로가 되도록 선처를 해 주시기 바랍니다~!

※ 첨부파일 :
불편신고위치.jpg"	안전도시국 건축과
"안녕하세요?
이곳 아파트로 이사를 오면서 금정구를 처음 알게 됐는데 주민들로부터 금정구가 정말 살기 좋다는 말을 정말 많이 들었습니다.
근데 제가 지난 일년간 오고 가면서 느낀 바가 있어 글 올립니다.

식물원SK뷰에 입주하고 나서 온천장역까지,또는 홈플러스까지 걸어서 오고가는 일이 많아졌는데 지하철역에서부터 걸어오는 길인 온천장시장길(국민은행~원부동산쪽 도로)은 모든상가의 가판대가 인도를 점령한데다 대형버스와 택시들..이루 말할수 없이 많은 차들이 곡예를 하듯 오고다니고 있고 아파트입주가 되고 나서는 더 많은 사람들이 그 시장길 사이를 걸어다니고 있습니다.

지난 일년간 점차 나아지려니..하는 생각에 있었는데 이젠 생명의 위협을 느끼게 되었습니다.
국민은행과 원부동산쪽 상가들에서 나온 가판대를 치우고 인도를 나오게 해주시고(해가지면 중간쯤 횟집에서는 아예 의자와 테이불까지 내놓고 도로에서 술집영업을 합니다,앞쪽에 호프집들도 밤이면 대형풍선광고를 찻길에 세워놓아 가뜩이나 오고가기 힘든 차들이 잔뜩 밀려 북새통입니다)사람은 물론이구요.

그래서인데 오고가는 버스를, 부산대쪽으로 가는 버스는 새로 닦아놓은 넓은 옆도로로 다니게 하여 SK뷰 아파트 위정문에 주차(203번좌석버스정류소)하게하고 위산복도로를 빙돌아 새로이 짓고 있는 초등학교앞에 정차하고 벽산아파트와의 사이길로 내려와 지금의 금정초등학교에 정차하게하면 앞으로 벽산대단지가 입주를 해도 더 나아지지않을까요?

그러면 대단지 아파트의 윗주민들과 산동네 주민들도 한결 편리 해지고 시장길도 한결 쾌적해 질 거 같습니다. 그쪽 시장길이 진짜 많이 위험하고 매염이 심힙니다..한번 둘러보고 시정바랍니다.감사합니다."	안전도시국 건축과
"구청장님 안녕하십니까. 저희 금정구 주민을 위해 여러 가지로 고생이 많으십니다.
다름이 아니오라 저희 아버님 집을 신축하여 지낸지가 5-6년 됩니다.그런데 저희집 옆집이 기존 건물을 허물고 새로 8층 건물을 지으려고 합니다. 그집 번지가 부곡동 287-20번지 이고 원룸으로 짓는다 합니다.
저희집은 287-19번지인데 4층짜리 이고 남향구조입니다. 창문을 열면 공기가 잘 통하고 햇빛이 잘 내려 쬡니다. 그런데 바로 옆에 8층 건물이 들어선다기에 건물구조를 알아보니 계단이 저희집 창문으로 난답니다.
그러면 저희집은 훤히 다 보이게 되어 사생활이 전혀 보장이 안됩니다. 옆집 안방이 코앞에서 훤히 보이게
됩니다. 신축하게 될 건물의 계단을 다른 곳으로 내어 주셔야 합니다. 아니면 저희집 방과 거실이 안보이게 무슨 시설이나 장치를 그 계단에 해 주셔야 합니다.
그리고 더 중요한 것은 저희집이 옆집 건물에 가려서 햇빛이 하나도 안들어 온다는 사실입니다. 남향 건물인 저희집 바로 앞쪽에 8층의 거대한 높이의 건물이 서면 낮에 햇빛이 완전히 차단됩니다.일조권이 없어져
낮에도 전기불을 켜야 합니다. 빨래도 못말리며 겨울철 난방비도 엄청들어갈 것입니다. 도대체 어찌하면
좋을까요 이대로 피해가 확정되기 전에 무슨 대책을 세워야 합니다
존경하는 구청장님의 현명한 해결 방법을 기대합니다. 수고하십시요 감사합니다."	안전도시국 건축과
"안녕하세요 저는 부산 금정구 부곡4동에 사는 주민입니다
집 바로 맞으편에 부산고운교회가 있습니다
처음엔 작은교회 였지만 교회가 확장되면서 저희 집 맞은편에 일반주택을 개조하여 교회로 사용하고 있습니다
사용하는건 저희랑 전혀 상관이 없지만 교회의 밝은 간판 불과 매주 수,토,일에 하는 음악 밴드연습과 합창노래 소리는 도저히 견딜수가 없을 만큼 큽니다
각종악기연주부터 마이크로 크게 가르치는 소리가 정말 바로옆에서 들리는것 같습니다
종교단체라면 사람의 마음을 쉬게 해 줘야지
자신들의 즐거움을 위해서는 주변은 신경쓰지 않는 이기적인 모습이 정말 불편합니다
특히 드럼을 치는 소리와 섹소폰등은 머리를 울립니다
심지어 마이크로 자기들끼리 레크레이션을 하는것 같은데
굳이 넓어보이는 교회건물을 놔두고
집앞에 가게를 개조한 건물(방음은 하나도 안되있는)곳에서 고성방가라니...
방음처리를 해주는게 예의 아닌가요?
저는 직장인이라 오후에는 집에서 쉬고 주말에도 집에서 휴식을 취하는 편입니다
그렇지만 교회 소음과 밝은 간판 불빛 때문에 제대로 잠을 잘수가 없습니다
수차례 얘기를 해 봤지만 죄송하다는 말만 되풀이 될 뿐 고쳐지지 않습니다
경찰에도 신고한 적이 있습니다
전화나 항의로는 해결이 안됩니다
소음공해로 인해 편히 쉴수 없어 너무 예민해 지는것 같습니다
간판의 불빛때문에 암막커튼도 설치했습니다
소음이라도 교회측에서 방음처리등을 통해 줄일 수있도록 금정구청에 민원을 제기합니다"	안전도시국 건축과
"수고 많으십니다.

예전에도 한번 민원을 제기한 적이 있지만

요즘에 더 심해진 것 같아서 다시 민원을 제기합니다


남산동과 범어사 역 일대에, 특히 오전늦게나 오후일찍즈음하여 길거리에서 설문조사를 빌미로 전도활동을 과격하게 하는 사람들이 있어서 단속을 요청드립니다.

전도활동 자체는 종교의 자유에 관련된 것이라 상관없긴 하지만

그로 인해 시민들이 불쾌감과 불편을 느낀다면 이는 다른 이야기가 될 것입니다.

저 또한 이런 이들과 가치관의 차이로 말싸움을 한 적이 있으며, 앞으로 이런 사건이 지속적으로 발생할 위험이 있다고 생각합니다.

처분 부탁드립니다.

※ 첨부파일 :
불편신고위치.jpg"	안전도시국 건축과
"금정구 발전을 위해 항상 힘써 주시는 구청직원분들께 우선 감사드립니다.

저는 금정구 부곡2동 269-3번지에 소재하는 해피투모로우에 거주를 하고 있습니다.

다름이 아니오라 저의 거주지 앞에 삼정그린코아측에서 오피스텔 건설을 위해 요 몇일전 부터 기초공사를 시작을 하였습니다.

이쯤 되면 어떤 내용이 나오실지 짐작을 하실텐데요...

무덥던 여름이 지나가고 이제 막 가을이 시작되어서 서늘한 바람을 느껴보고자 발코니 창을 열어놓으면 먼지와 소음이 장난이 아닙니다.

이제 막 기초공사를 하고 있음에도 이 정도 스트레스를 받는데 앞으로 공사가 한창 더 진행되면 어떨지 생각을 해보니 짜증부터 밀려오네요.

건설현장에서 소음과 분진이 없이 공사를 할 수 없다는 것은 저도 잘 알고 있습니다.

하지만, 최소한 휴일(토,일,공휴일)에는 소음과 분진에서 해방되고 싶은게 주민들 바램입니다.

금일도 휴일이라 아침에 조금 늦잠을 자고 시원한 바람을 맞으면서 휴식을 취하고 싶었는데 그 바램은 온데간데 없게 되었네요.

공사를 아예 못하게 해달라는게 아닙니다.

평일 낮에는 대부분의 주민들이 생업전선에 뛰어들어 집에 없는 경우가 많으니 저런 작업은 그때 하고 휴일에는 소음과 분진이 없는 공사를 진행하게 해달라는 의견입니다.

제가 이런 민원을 올리면 담당자분께서 건설현장 책임자에게 권고를 하고 저에게는 이러이러하게 처리하였다고 피드백이 하실텐데요, 위 내용을 권고한 후 그대로 이행이 안될때는 어떠한 행정처분을 할 수 있는지도 피드백하여 주시면 감사하겠습니다.

글을 쓰고 있는 지금도 밖에 소음이 많이 나네요 ㅠㅠ

주말 잘들 보내시구요, 답변 기다리겠습니다."	안전도시국 건축과
"( 동 정부 식품판매소의 동별 개소여부에 대한 답변의 회신은
금정구청 총무과장이 부산시장실에 회신하여야 합니다 . 아래 게시판에서는 그 여부를 회신할 필요가 없으며 아래의 글이 금정구청 자유게시판에 등재되지를 않아서 여기에 올려 놓습니다. )

...............................................

제목 : 동읍면 식품판매소 운영여부에 대한 질의


수신처 : 각 시도 산하 시군구 총무과장 ( 230 곳)
(각 시도지사실에서 취합하여 회신요합니다)

회신처 : 이메일 , 안정은


아래의 식품 품목에 대한 조건없이 시군구에서 동읍면 식품 판매소 운영 가능여부에 대하여 질의를 하오니 회신하여주시기 바랍니다.

1. 판매개시 : 2011. 10 1일부터 각시도 식품생산연구소가 정식 개소될 때까지

2. 판매원 : 사회복지사 또는 여성 정규직 공무원( 8급 이상)

※ 시군구에서는 각시도지사실에 가능여부를 회신할 때 함께 “ 1차 및 3차 식품판매 연락망” 을 함께 제출하여야 합니다. 제안자에게는 첨부할 필요는 없습니다.
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------
아 래
-------------------------------------------------------------
이하의 내용은 별첨 파일 식품 판매소를 참고하십시오 !
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------



---------------- 2011. 9/5, 월, 제안자, 안정은 --------------

※ 첨부파일 :
식품판매소 개소.hwp"	안전도시국 건축과
"금정구가 자랑하는 아니 부산이 자랑하는 천년고찰 범어사 올라가는 길에 떡 하니 버티고 서 있는 모텔 입간판를 보고 어이가 없어 금정구청에 문의합니다.
요즘 지나친 간판크기가 도시미관을 해친다고 간판정비정책이 시행중인 것으로 아는데, 범어사 올라가는 갈림길 한 복판에 사람키보다 큰 모텔간판을 보니 어이가 없어 글을 남깁니다.
물론 모텔입장에서야 홍보나 영업을 위해 그럴수도 있겠다싶었지만, 모텔건물에 붙어있는 간판도 아니고, 갈림길 중앙에 서있는 입간판은 상식적으로 이해가 되지않습니다.
더군다나 위락시설 밀집지역도 아니고, 빌라촌이 형성된 주거지역내에 있는 모텔이더군요...
돌출간판과 간판색깔 등에 대해서는 규제법률이 있는 것으로 아는 데 적법해서 그냥 두는 것인지 아니면, 담당 공무원이 업무가 바빠 캐치를 못한 것인지는 모르겠지만, 좀 심하다는 생각이 듭니다.
범어사를 찾는 수많은 내,외국인 관광객들이 범어사가는 가는 방향을 찾다가 제일 먼저 눈에 들어오는 것이 모텔안내 입간판이라니 참으로 부끄러운 현실이 아닐 수 없습니다.
한시라도 빨리 실사하셔서 조치를 해주시기를 바랍니다.
정확한 장소는 새로 생긴 범어사 로타리를 지나 범어사 올라가는 첫번째 갈림길 왼쪽으로 가면 세종그랑빌이가??? 갈림길 한복판에 있더군요.. 눈대중으로 보아도 2m는 넘을 것같음..조금 지나면 경동아파트,범어사 갈림길 나오고요..."	미래전략실
구청은단속을왜하지않습니까 우리의세금가지고만든인도가노점상의장사터전이되었는데도단속을하지않습니까추석전전날비가오는데우리엄마들은인도가아닌차도로다니는데왜우리가인도가아닌차도로다녀야합니까인도를막고비닐천막을쳐놓고장사하는통에인도가막혀위험한차도로가야하는우리엄마와할머니들의사고가나면누가책임집니까구청에서책임질것입니까행단보도입구에도리어카를대놓고장사를하여다니기불편하니단속을제대로하여주십시요시민의안전을책임져주세요서동부산은행옆노점상때문에시민이안전을위협받는데도구청은손을놓고있습니다야간에는불을밝혀20-30m늘여놓고장사를하는바람에오로지차도로다니는우리구민들의안전을제대로지켜주십시요 너무너무불편합니다몇해전부터이렇게애기하는데도왜시정이안대고시장봐오다부딪혀싸움하게만듬니까빠른시간조취부탁합니다	미래전략실
"저는 구서동 부곡교 인근의 주거지전용주차장을 신청하여 사용중인 구민입니다.
다름이 아니라 주거지전용주차장의 사용이후 저의 전용주차지에 다른 차량이 주차하는 경우가 너무 빈번합니다.
거의 3일에 두번 꼴로 다른 차량이 주차되어 있습니다.
솔직히 너무 짜증나고 힘듭니다.
그 차주들은 어쩌다 한번 대는 거겠지요... 전 3일에 두번은 차빼달라고 전화해야합니다.
매번 다른 장소에 차를 잠시 대놓고 다시 와서 차주에게 차 빼달라고 전화하고, 작게는 5분 많게는 2~30분까지도 기다려야합니다.
무단주차한 차주는 어쩌다 한번 주차했다며, 미안하다 한마디 하고 그냥 갑니다.
그나마 전화번호라도 있는 차는 다행입니다.
요즘은 아무렇게나 주차해도 웬만하면 해코질 안한다고 생각하는지 전화번호도 올려놓지 않고 그냥 갑니다.
그러면 그날 하루종일, 또는 주말인 경우는 주말내내 저는 다른 곳에 불법주차를 해야합니다.

너무너무 화가나고 짜증납니다.
비록 많은 돈은 아니지만 매달 주차요금을 정당히 납부하고 있는데도 그 요금을 받는 구청은 나몰라라 하는것 같습니다.
업무시간 같은경우는 전화해서 불법주차스티커 발부나, 견인요청이나 하죠...
6시 이후나 주말같은 경우는 동사무소가 업무안한다고 아무런 제한을 주지 않은 결과, 그 동안 저는 다른 곳에 불법주차를 해야하니 미치고 팔짝 뛸노릇입니다.
정작 주차요금 다 낸 자리주인은 마음졸여가며 다른곳에 불법주차를 해야하는 상황이 어이가 없습니다.
하루이틀이면 참습니다. 하지만 약 10개월간 그랬고 앞으로도 그렇게 살아야한다는게 너무 짜증납니다.
제 주차비(의무)는 다내고 제 주차권(권리)를 너무 누리지 못하는것 같습니다.
이럴꺼면 주거지전용주차제는 왜 합니까? 아무나 먼저오는 사람 아무나 대는게 낫죠...

너무 화가나서 글이 길어졌는데,
결론은 제 주거지전용 주차장에 제가 언제든지 차를 주차할 수 있도록,
다른 차량이 주차할수 없도록 조치 바랍니다.

상시감독을 해주시든 불법주차감독용 CCTV를 설치해주시든, 아니면 야간이든 주말에도 불법주차스티커 발부, 또는 견인 등의 강력한 조치가 취해질수 있도록 요청합니다.
저의 주차장을 정당한 요금을 내면서 마음놓고 사용할 수 있도록 필히 조치바랍니다.
비단 저뿐만 아니라 주거지전용주차장을 사용하는 대다수의 구민,시민들의 고충이라 생각되니
신중히 검토하여 꼭 해결해주시기 바랍니다.

해결될때까지 단계적으로 민원을 넣도록 하겠습니다.

※ 첨부파일 :
불편신고위치.jpg"	안전도시국 건축과
"안녕하십니까?

금정구에 거주 중인 한 고등학생입니다.

최근 들어 저는 책 읽는 재미에 빠져서 금정구민들의 지식창고인 금정도서관에 가는 일이 잦아졌습니다.

그런데 금정도서관으로 향하는 우측 보도의 보도블럭이 마음에 들지 않습니다.

아랫구간은 괜찮은데 윗구간은 미끄러운 타일을 깔아놔서 비가 오는 날이면 아주 미끄럽습니다.

특히 내려갈 때 그런데요, 저도 몇 차례 미끄러져 넘어질 뻔한 경험을 한 바가 있습니다.

너무 위험합니다.

이 보도의 블럭을 좀 교체해주셨으면 합니다.

그래서 비 오는 날에도 맘 놓고 다닐 수 있었으면 좋겠네요."	안전도시국 건축과
"두실지하철2번 출구와 삼성자동차써비스센타 옆도로좁은 길에 양면주차와 슈퍼들의 물건적재로 통행에
불편을 주어 몇번이고 지 구청담당자에게 전화를 하여 시정을 부탁하였지만 시정이 되지가 않네요 몇칠 전에는
자동차와 자전거의 충돌사고가 있어는데 이유는 차들의 양옆주차로 인해 횡단하는 자전거가 보이지않아
충돌하였 습니다 큰사고는 아니지만..양옆주차로인해서 사고의 위험이 있어 담당주정차단속 부서에 단속을 해달라고 부탁을하였는데 이리저리 핑계를 데며 단속을 해주지않네요 물론 골목주차 이해합니다 한면주차를
하면 얼마든지이해하지만 양면주차로 사고의 위험이 있는데 구청담당자는 핑계만데면서 교통계도를 해주시지않네요 주민이 불편함이없게 사람과 차가 조금만이라도 안전하고 편하게 다닐수있게 담당자님께 부탁드림니다 그리고 슈펴의물건적재도 단속부탁 합니다







가"	안전도시국 건축과
"청장님 구정 행정에 노고가 대단히 많으십니다.
부탁 말씀은 서 1동 윤산 입구 (화장실 있는)로 부터 흙길로 비 온 뒷날은 신발에 옷에 황토 흙물이 튀어 올라 기분이 상하게 함은 물론 미끄러워 다치는 경우가 많으므로 자갈을 깔아 주시길 부탁 드립니다.

예를 들어 부곡 2동 부터 기찰 3동 윤산 등산로는 약 15년 전부터 자갈을 깔아준것으로 알고 있습니다.
서동쪽 ~도곡동쪽도 똑같은 등산로 인데 차별하는것 같아 부당한 마음이 드네요.
늦으서나마 서동쪽 등산로 부분적으로 찔끔 찔끔 공사로 해년 해마다 눈가림 식 공사 했는데도 지금 가보면 비에 다 쓸려 내려가고 하나도 없이 흙길로 남아 있습니다.
이번에는 꼭 자갈 좀 두껍게 깔아주십시요."	안전도시국 건설과
"금강로 279번안길 입니다.
이동네 주변은 매일 공사를 하는데요. 소음공해와 쇠가루 때문에 문을 열어놓을수가 없는 상태입니다.
옆보도는 공사차량과 흙들로 쌓여 길을 지나갈수없어 공사장 안으로 들어가야한답니다.
금정구청직원들은 좀 관심좀 가져주세요."	안전도시국 건축과
"작년부터 삼밭골물을 정기적으로 떠서 마시는 부산 금정구에 사는 사람입니다.
올해 일본 후쿠시마에서 원전사고가 난이후로 삼밭골 물맛이 왠지 좀 다르다는것을 느끼는데요.
그냥 마음 놓고 마시기엔 왠지 좀 찝찝합니다.
사진에서 보시다시피 검사한 공무원의 성함도 명시가 안되어있는것도 하나의 이유입니다.
게다가 어떤 검사를 했는지 검사내역도 안나와있습니다.
더욱 문제가 될수있는건 일본에서 방사능이 바람과 빗물을통해 감염이 될수있는 상황에서 어떠한 방사능관련 검사는 없다는 것입니다.
방사능관련 검사를 필히 해주시기바랍니다.
그리고 어떠한 기구로 방사능 검사를 했는지, 수치는 몇인지, 어떤분이 하셨는지 꼭 명시를 해주시기바랍니다.
혹시나 방사능 검사를 못하시겠다면 왜 못하시는지도 정확한 이유를 알려주시기바랍니다."	안전도시국 건축과
"안녕하세요 청룡동 청룡초등학교 입구(롯데리아)에서부터 파리바겟트 입구까지

아주머니들이 설문조사해달라고 지나가는 행인을 잡고 늘어집니다.

아침이고 저녁이고 항상 그자리에서 설문조사를 강요합니다.

출퇴근길에도 잡고, 산책나갈때도 잡고, 싫다고 분명히 했는데도 잡고 또잡고 합니다.

길 나가기가 귀찮고 무서워집니다.

살짝 보니깐. 어느 특정 종교인들 같던데..단속 근거는 없는 겁니까? 정말 불편합니다."	안전도시국 건축과
